PIXELS,LC,COUNTRY_ID
494129,20,523
645,20,650
349878,150,523
14561,10,523
171,201,645
468,200,645
1252417,130,523
80256,30,523
179386,40,523
10571,190,523
61522,11,523
26,110,645
2,210,634
22,190,634
2,130,634
118301,210,523
2,201,398
295811,200,523
3713,60,523
51625,70,523
1834,210,401
14532,120,401
8718,130,617
623767,11,617
25511,210,617
3894,150,617
3339,10,401
126,180,401
29022,70,401
32701,60,401
10242,150,401
497,200,401
1618,120,617
23095,130,401
1145182,60,617
18130,10,617
6332,40,401
91802,80,523
67158,110,523
50036,120,523
8636,61,617
52,20,461
5515,201,401
957,122,458
65641,100,523
99991,220,523
9499,122,617
149,120,650
41104,30,617
3094,200,617
110,80,645
19733,80,617
1079,190,401
5233,100,617
10148,100,401
17568,190,617
67722,153,236
684865,12,236
3596,120,633
17096,40,617
570,120,645
304,110,617
92,20,617
599,12,417
2,71,458
296,130,417
700,30,401
43,90,523
5210249,200,501
209803,150,501
642234,20,501
523,150,417
1196,180,617
18,20,645
31053,40,501
782,12,645
1578,121,617
1100052,120,501
1226,12,401
185763,130,501
42857,11,501
85478,210,501
2658,11,401
77,202,401
25862,130,629
5518,150,629
749,150,397
1785,130,397
179,200,397
4239,70,397
25704,30,629
1477,100,501
96,90,397
29,60,397
243,100,397
64167,100,629
88542,60,629
16,30,397
29342,30,501
7,40,397
71,110,397
6962,200,629
109314,10,629
1575,90,629
725,90,401
119,201,397
114,70,241
46,10,397
24,61,629
1244,201,629
57155,11,629
39,110,629
40096,40,629
4770,190,629
11046,70,629
1656,180,645
67,190,397
3,81,461
365,100,241
49,71,397
319,40,241
77,190,241
17,130,241
17957,20,458
94,202,523
10,11,397
5,153,633
9022,190,501
22252,10,501
55158,70,617
14977,120,629
2891,90,617
23,71,523
9,110,241
33,60,241
3,11,241
4,120,397
45,202,629
4,210,635
2,70,237
10,210,646
6,70,646
2818,20,629
4,180,639
1279,180,629
1033,210,616
1722,60,616
49710,130,652
86,30,616
29736,100,652
151282,60,652
132,180,616
74,100,616
58428,10,652
208,201,417
41,122,629
15098,30,652
28371,40,652
10028,210,629
2019,90,652
1358,200,652
162956,202,501
326,210,615
30,121,616
746,11,616
50616,11,652
11,122,616
13,10,616
13,72,523
5349,70,652
5830,20,652
98,120,241
7,20,401
5443,190,652
1268,120,652
440,140,650
579,150,652
3,11,460
33,70,459
148,180,241
1287,12,629
8462,210,652
2,210,459
2,10,459
1848,140,652
8,201,523
4,122,650
1,30,460
4,210,460
144848,60,230
333832,100,230
231179,40,230
108924,30,230
115867,70,230
10723,130,230
43485,190,230
117224,10,230
2996,12,652
58972,10,656
167665,11,656
56975,60,656
12089,40,656
48660,20,230
206067,210,653
34292,180,653
755919,70,653
9108,30,656
97477,120,653
117959,190,653
52881,90,653
1710656,100,653
1251066,40,653
15,122,633
563641,60,653
13410,210,230
335,110,230
43444,20,656
225,180,501
180864,11,230
2,110,401
1735930,10,653
1162,90,656
1269548,20,653
37,122,401
1918854,11,653
212413,200,653
491676,30,653
886,70,501
121,110,501
9951,90,230
800,130,656
12563,190,656
796,140,629
4686,200,656
1598,150,230
8,140,617
4774,200,230
11997,100,656
3769,70,656
4422,210,656
371,153,458
123,201,230
368,210,231
5,100,231
13,60,231
147,160,617
67799,12,230
330,12,458
81738,120,516
9,180,237
306,180,656
22915,120,230
9,190,419
62527,200,516
2947,201,516
12216,70,516
58929,130,516
125701,150,516
478291,150,653
56230,100,516
103002,60,516
2225,180,230
71908,30,516
71,201,652
245,202,230
329,180,652
4,62,626
10,210,631
1,200,631
329,90,516
19082,210,516
669,180,516
127,61,516
301102,10,516
186973,40,516
282254,11,516
3312,110,516
2,180,631
1237378,130,653
27,190,613
25,210,630
11,180,630
200,120,656
21218,190,516
2,61,652
339,210,655
196527,10,641
63888,40,641
36414,30,641
243497,60,641
227402,11,641
156323,20,641
18476,200,641
27119,190,641
313787,120,641
55,210,232
148447,100,641
4,110,652
201293,12,653
6,153,652
60514,130,641
7468,122,516
3082,122,653
3675,180,641
36404,110,653
125978,70,641
24235,210,641
16712,90,641
41687,153,653
27606,201,653
86,210,496
2,61,653
4817,20,516
26,61,641
5720,150,641
17,180,655
98288,12,641
35,150,656
29230,11,457
839,110,641
15261,30,457
60776,10,457
150675,40,457
10874,190,457
311,60,501
12528,153,516
2,153,656
11676,120,457
41021,60,457
54167,130,457
108,122,641
759,12,656
21874,210,457
5391,200,457
22050,20,457
55960,100,457
4,202,516
216,122,230
6329,150,457
3,120,418
890,201,457
2161,70,457
329,153,457
213,180,457
89871,150,513
1041449,130,513
380130,200,513
97855,40,513
37644,30,513
5,130,613
27814,11,513
4,20,613
228667,20,513
688,210,495
1217,200,495
119780,10,513
80056,120,513
2,122,652
738,201,641
921,210,654
796,70,654
94,190,654
605,100,654
498,200,654
466,40,654
940,210,643
7,153,629
467,120,654
2,70,655
3197,210,603
4038,11,605
3914,130,605
45820,20,605
23810,210,605
223,90,457
9385,210,642
14121,10,642
117,202,641
9161,190,513
33430,120,642
9915,70,642
394,180,642
35,180,643
22786,210,513
4763,202,513
2387,190,642
8491,100,642
2016,30,642
3866,12,642
3,202,495
1238,60,642
9981,200,642
3245,40,642
20987,130,642
7989,110,513
143,153,641
531,130,495
364,20,642
10,180,232
272,90,642
335,180,231
10,81,523
1944,150,642
123,201,642
19,122,457
1853,80,513
5,80,654
48,180,654
2917,100,513
326,10,654
2,80,230
98,90,654
58,30,654
339,12,654
3639,11,642
294,11,654
143,60,654
9,210,658
42,20,654
13,61,457
601,130,654
400,110,457
3,61,523
29900,190,605
24,120,630
2699,180,605
16015,10,605
11,70,630
10,60,630
6,100,630
8,40,630
7274,40,605
10,30,630
12,10,630
7546,30,605
399,61,605
34114,170,592
63,153,642
2805,70,513
8,200,655
4113,60,513
4,80,641
2,202,656
36,130,603
42,150,603
368,150,605
11,11,603
11,150,616
51,150,657
298,200,657
225,210,657
963,100,657
841,10,657
626,40,657
194,30,657
235,12,657
2,10,248
191,120,657
13,190,657
42,20,657
399,130,657
6,180,657
48,80,616
361,11,657
264,70,657
13,60,657
11,11,615
6,122,657
1420,210,355
1913,200,355
1978,120,355
14241,40,355
318,180,355
9121,30,355
12279,10,355
209,150,355
13275,100,355
6600,70,355
11883,11,355
3079,190,355
50,130,355
3033,20,355
242,60,355
16,190,616
9,120,616
223,130,616
1893,12,592
73,201,355
52,153,355
1161,12,355
29,200,616
4,122,355
14,150,654
102,153,230
4641,210,640
22557,10,640
50703,12,640
160,180,640
28030,100,640
61132,120,640
13919,200,640
9757,11,640
5163,60,640
3821,190,640
4504,30,640
8537,40,640
26979,70,640
1585,100,605
2,90,355
38172,130,640
745225,40,493
80000,100,493
376744,30,493
2,61,640
1589320,150,493
1714292,11,493
369,80,605
506,90,640
17363981,200,493
440,121,605
61,120,605
4,110,355
98318,190,493
10664,180,493
719981,130,493
233579,60,493
2251337,10,493
1510,210,192
13,120,192
528,40,192
4632,10,192
2911,130,192
20,110,192
500,30,192
12,200,615
24,61,192
14208,11,192
21563,110,493
10,180,615
119016,20,493
108342,210,493
308,190,192
308,200,605
843256,120,493
2,130,496
179625,220,513
292364,153,493
19,40,616
139,30,241
259,200,241
8,160,616
22,61,616
38613,122,493
1081,60,605
2,80,615
12319,60,192
36,200,603
61,190,603
86,160,605
2,40,248
20,122,605
64,100,192
12,130,615
19,70,616
3701,61,513
157,180,603
275,20,192
4,71,513
31,122,640
41,200,231
44803,201,493
53,200,643
2,100,603
1351,20,640
952,180,513
53,72,592
2,122,654
3531,150,640
5,72,513
5482,70,605
1,90,616
5,90,513
3,60,615
3,200,496
25,50,513
6,70,643
6015,220,519
145,201,513
960,50,192
567,200,192
15,90,605
3249,70,493
2,150,495
3,202,417
214,210,491
27,200,491
13,180,491
169,120,495
172,120,491
36,150,491
14,70,491
1,11,491
7,40,491
21,100,491
3,190,491
2,60,491
3,201,491
8,130,231
140,11,231
67,10,231
2,80,603
22,20,231
11,40,231
13,71,592
7,120,231
6,190,231
396,90,493
207,201,640
26,150,192
15,90,192
63,70,192
16,201,241
12,153,241
23,180,192
20,110,640
319,153,640
295323,60,611
545428,11,611
24940,210,611
413,122,513
302615,70,611
139588,30,611
149023,61,611
4665,130,611
53838,190,611
8025,150,611
2019,210,610
1204,180,611
3955,100,611
579,160,611
9,120,643
3809916,130,502
3741,122,611
19,201,192
8965,121,611
4545,200,611
109125,30,502
304760,20,502
7911,80,611
131725,110,502
333750,40,502
4439,60,502
9807,210,502
491503,10,502
594,10,611
3,190,643
670050,150,502
2433,120,611
14,120,655
49898,11,502
21,202,653
52172,220,502
3860666,200,502
145,61,502
6,81,592
3591,210,612
73733,100,502
26103,70,612
3643,40,612
2417,30,612
8757,60,612
2049,100,612
703,61,612
8507,10,612
95,110,605
1145,180,502
15130,50,612
741,40,611
815,11,612
215016,202,502
8529,190,612
14,90,612
51516,70,502
1298,20,612
38,80,612
214,10,603
47,110,642
8462,210,609
4067,60,609
1981,130,609
119,80,493
166,121,609
540,180,609
2531,30,609
8590,70,609
28112,11,609
972,190,609
8,201,519
411,80,609
210,150,609
45,122,609
132,10,609
117,120,609
363159,120,502
518,160,609
253,100,609
8,180,625
13310,190,502
1396,122,501
4,100,418
3553,61,609
10,100,613
904,200,609
60,11,610
21,11,613
1198,153,501
4,40,609
245,90,609
717,201,501
288,110,611
512,90,611
146,200,610
63,210,358
72,150,357
33,120,357
82,40,357
2,122,519
475,210,357
12,30,357
6705,10,357
17,70,357
31,100,357
3347,200,357
18,170,501
67,12,519
8,180,357
5,190,610
8501,201,502
2,150,643
11692,122,502
112515,40,396
4079,100,396
1018651,10,396
53827,150,396
520,110,396
52485,30,396
5372500,200,396
22799,120,396
366496,11,396
351047,11,356
401246,10,356
1406672,200,356
37533,60,356
2001,20,396
20606,100,356
8544,210,356
1642,40,356
729,210,492
18132,190,356
4,80,653
21118,210,394
1924831,200,394
304,70,396
300358,11,394
29855,20,394
486919,10,394
290,60,396
961,70,356
5899,30,356
27018,190,394
13141,200,492
6,10,643
45178,130,396
167,130,356
104,130,492
10361,150,356
2005,130,394
15026,201,396
27,210,608
53253,201,356
12780,120,356
1117,20,356
2,160,610
35,170,356
34463,30,394
39257,190,396
92,122,356
68,130,610
79943,210,396
77627,40,394
3,170,357
6,200,232
19,60,357
71592,150,394
1,150,232
35,11,492
3722,50,356
25105,210,353
29749,40,353
156488,60,353
25,210,354
134141,100,353
12873,70,353
23892,50,353
12,61,353
20,200,358
3268316,130,512
3608716,200,512
204582,220,512
3931,153,396
7,170,353
34230951,200,353
269455,120,353
776096,10,353
34525,100,394
62179,153,394
42956,190,353
887419,11,353
110737,202,512
65072,30,353
28,150,494
7,130,643
208184,153,356
464313,150,512
58595,60,512
84244,180,512
10,150,231
1,70,492
1607,20,353
6,152,611
1,61,356
515008,40,512
85432,201,512
3,153,231
1,201,231
205204,150,353
277,110,353
1110,130,353
3727,122,353
35,210,494
337,180,353
23,180,610
49,201,492
74,150,492
2289,12,394
749032,10,512
1134167,153,353
99091,210,512
211909,30,512
3213711,20,512
236528,70,512
130,110,356
3,110,417
108492,11,512
1831,12,502
3303,120,394
142376,110,512
4270,110,394
199,122,394
1813,70,394
104,90,512
29,71,512
64953,190,512
80349,201,353
2336,122,396
46,180,356
114059,100,512
7,72,512
15,40,603
4,170,236
5,12,493
58277,120,512
9099,61,512
6740,50,512
125,20,603
66,190,233
13,210,233
9,100,233
7,70,233
6,120,233
6,10,233
3,170,233
2332,201,394
273,210,361
69,150,361
2304,10,361
763,200,361
117,40,361
470,30,361
1314,190,361
5,100,361
2112,60,394
17,11,361
3,20,361
91,12,356
64,180,394
5,202,394
10,201,361
1,150,610
14694,210,229
7307077,200,229
275,190,234
63,200,234
7,40,234
45,210,234
13971,70,229
6,200,227
618706,10,229
50,100,234
70,60,234
204006,100,229
32454,190,229
108949,60,229
232840,120,229
105188,30,229
428878,150,229
633591,11,229
176281,40,229
25,10,234
16,30,234
5,130,234
5,11,234
779,130,229
16,120,361
1,122,361
9944,20,229
21904,202,493
4609,50,229
31,201,357
131,80,512
8018,122,229
487,12,353
14,81,512
19,210,227
1,180,354
8,210,238
4,180,238
7,210,381
1159648,153,229
11665,200,380
1555,210,380
16390,40,380
22751,100,380
15897,70,380
26443,10,380
88,70,613
5362,120,380
300761,220,514
6,170,229
10392,30,380
603453,200,514
21015,150,380
4691,11,380
1844160,130,514
3056,20,380
5943,190,380
145,50,502
100826,150,514
311455,180,514
6239,202,514
2598,201,514
8,30,613
166,200,625
892990,122,514
974,153,380
2587983,40,514
2113331,100,514
12824,170,512
931,130,380
668550,120,514
5013,12,380
4,150,354
14,60,380
2,150,234
124,110,380
3,71,502
18483796,10,514
110,201,380
9917,110,229
56307,201,229
11,210,235
159,122,380
5616,180,396
103,180,380
2503,12,512
631435,11,514
442597,190,514
11197278,20,514
118407,110,514
2508729,30,514
2,150,227
2,210,395
3,190,395
32,10,613
3,80,610
539,190,357
20,11,357
204109,61,514
1502039,70,514
4021931,60,514
1690374,50,514
11,122,357
15924,11,391
59093,10,391
15433,40,391
8122,30,391
30803,120,391
3840,100,391
7144,200,391
5685,190,391
523,210,391
1336,70,391
23894,170,514
825314,210,514
200,60,391
5,40,613
7528,150,391
8,210,392
277,20,391
18,110,391
11924,153,391
4,200,612
24,12,391
209472,12,514
448,90,514
4,122,391
138,130,391
44,201,391
53,202,396
136,160,512
12,150,613
675,12,229
14,80,502
11476,80,514
117,81,514
2,150,358
43,153,357
289,71,514
5,90,613
7,170,502
491,210,607
14871,10,607
884,11,607
785,190,607
1181,20,607
41,130,607
3814,30,607
2424,70,607
2052,40,607
298,100,607
84,61,607
2861,60,607
360,80,607
308,50,607
38,20,609
27,72,514
10,90,607
1333973,200,390
20731,153,390
17017,30,389
21195,40,389
50920,10,389
18,180,229
10739,11,389
5904,150,389
194231,200,389
15420,190,389
155,60,389
71809,10,390
9459,100,389
397,120,389
8060,210,389
1211,20,389
25459148,200,359
8109,210,359
139807,10,359
17911,190,359
860,210,228
540320,150,359
356,200,228
84,150,228
155,130,228
135,130,389
626,10,228
1251,100,228
81,120,228
88875,153,359
123,20,228
1468,40,228
284,30,228
78,11,228
5,153,228
53937,201,359
121,70,389
1,40,227
12,110,389
476,40,359
6056,153,389
32567,120,359
204986,11,359
17956,62,359
11042,20,359
891206,122,512
2927,60,359
31,122,359
21,170,359
1079,30,359
6214,60,228
963,190,228
909,70,228
7,62,389
1,62,394
3,100,359
21,201,228
5029,30,390
11,90,228
9422,11,390
3365,40,390
6976,150,390
8230,190,390
5,110,390
548,100,390
11387700,120,35
232306,190,35
16070,80,35
447193,200,35
11,210,360
3383787,11,35
82294,100,35
560861,40,35
31,20,390
2476595,130,35
8982,150,35
7581,210,390
1351866,70,35
38,120,390
462031,30,35
243783,210,35
24102,110,35
17,180,389
884849,10,35
19515,200,393
5693,30,393
5638,190,393
32277,10,393
8300,40,393
2626157,90,35
9788,150,393
6274,100,393
9259,153,393
2489,11,393
15,122,389
5,180,228
1337,210,33
17,130,33
2,60,390
3900,180,359
264,180,34
10481,210,34
4387,130,34
233,210,181
542,150,181
31,210,182
2,150,182
53,190,181
12,11,181
28,30,181
3,40,181
139,180,181
2180,201,390
349965,121,514
4116785,60,35
10,10,181
8,210,362
13,200,362
2,150,362
24,20,393
29843757,200,388
422,153,388
3440,210,393
24,122,393
1097279,150,388
2,110,359
177,120,393
19,122,390
418,130,390
10228,200,34
20418,20,604
1659,10,604
332,11,604
533,40,604
2128,210,604
788,130,604
5759,190,604
7,70,393
23223,120,34
9,61,604
2277,160,35
8620,50,605
363,30,604
11179,180,35
183,90,396
18,130,393
863,150,34
192228,150,376
121520,210,376
191792,11,376
8921,10,376
175270,180,376
13746188,200,376
48302,190,376
28,100,604
12,170,604
89341,201,376
575525,20,376
9968,30,376
2,201,393
110,170,376
26461,202,376
59123,190,388
11,210,226
2,200,226
12306,120,376
50,210,378
204,122,376
67,180,604
353,40,376
40156,10,388
2257,170,605
4890,210,379
2538,10,379
942816,200,379
235,153,379
9880,11,379
709,20,379
3,12,389
765,190,379
6,40,379
394184,11,388
1552,180,388
495,210,377
41,190,377
366,180,377
705,202,390
38,11,377
3098,202,353
3,153,376
195,210,382
75,180,382
71,202,382
4967,180,379
684,150,379
75,200,382
22677,202,379
7,202,389
39,210,383
178,200,33
734,200,377
7,20,378
11,180,390
1,150,378
90,202,377
28377,202,359
6210,201,379
370,201,389
4,150,383
30016,201,388
68292,120,388
31,20,377
4,180,383
13,120,379
25,121,512
22346,202,388
9373,30,388
372,150,377
564,12,376
4375,180,492
214,190,492
370,11,34
26,180,494
117,200,479
17,210,479
374449,130,515
33614,100,515
27734,200,515
16,130,479
360,180,515
3,11,479
2,120,479
84861,110,515
1775,150,515
59,200,494
79892,220,515
2,120,494
198921,40,515
14,12,379
1454,202,515
4028,20,388
7,80,376
5001,210,515
19,122,492
4160,120,515
82471,30,515
1,122,494
1103,201,515
30591,170,36
166575,10,515
540878,70,515
67676,11,515
200703,20,515
229934,60,515
154195,50,515
255233,200,475
161030,61,515
2242,10,475
30,40,475
13,180,479
2004,200,481
761,180,481
64,210,481
681,180,475
152,210,475
71,210,480
11871,200,480
1458,180,480
6,200,482
22,210,482
17,180,482
1,202,481
6528,210,388
1,120,480
4160,170,247
2533,11,475
1768,150,475
6568,190,475
493,210,23
33289,120,23
1312,200,23
484,120,475
1300,30,475
66,150,23
61,202,475
5799,190,515
3,190,481
2,120,481
104,170,248
83,170,242
1,150,481
5240,210,224
40799,200,224
3214,10,224
7349,150,224
3104,153,224
164333,170,35
185,201,475
2533,121,515
479,10,492
3,190,23
3,20,475
3377,190,224
2,200,613
17,170,23
378,11,224
4,80,23
1689,201,224
24614,130,224
5,122,224
633,180,224
3,100,23
7942,40,224
9071,100,224
1480,30,224
8570,70,224
3080,60,224
1891,120,224
841,20,224
4,90,515
98320,130,569
9,90,224
5984,110,569
871757,70,569
226578,30,569
579225,40,569
765061,60,569
67,201,569
1305299,100,569
111909,210,569
2479705,50,569
2169501,10,569
483658,120,569
144,200,569
227,110,224
4370,61,569
340,220,569
3,30,603
464,170,388
76025,130,591
4019,200,591
14262,40,591
925,150,591
25266,220,591
10,202,569
643,190,34
11096,100,591
296,210,591
306,202,591
347570,20,569
5467,30,591
29,180,591
2875,10,591
496,11,591
102,153,591
1931,120,591
427,210,221
2973,80,388
154,150,221
26680,110,591
14,210,21
626,201,591
3,50,613
108,200,387
10143,180,569
2173,210,386
640,210,387
300,170,386
260011,70,591
904594,121,569
32331,170,569
50,12,224
13477,60,591
599,20,591
680,150,386
54,50,224
13900,200,386
202075,50,591
203184,11,569
9324,61,591
739,202,386
63,180,386
4,150,226
5786,170,34
40,120,33
86,40,388
13,90,591
185,201,386
95,170,33
372,201,377
222,170,377
343,11,386
7148,62,388
840,80,34
5,170,379
70,110,388
62,150,569
28,170,387
5,180,378
4,170,378
3207,121,591
15,80,387
49,190,591
21883,190,569
530,80,386
27,150,387
13855295,200,225
6390,202,229
1941,210,128
18818,210,129
7215,170,129
9391,180,129
4,170,591
54,12,591
540,190,386
15414,50,129
13,170,493
119,122,388
4224,70,129
24208,200,490
133,210,490
1,190,387
60,80,490
44,170,492
92,190,490
34,170,128
23521,180,126
29419,50,126
7002,170,126
20936,210,126
9568,70,126
813,190,126
10,170,494
109,80,492
68,180,128
11453,100,126
1052,40,126
51,10,490
61,12,515
11,170,490
3,10,377
11,70,603
52,200,126
281,30,126
455,10,126
7,150,490
28,160,126
197,90,126
12,70,34
354,150,126
3645,130,126
22,80,126
105,120,126
59,12,129
42,12,126
2944,110,126
1,11,490
1115,100,129
200781,10,590
1263538,20,590
29770,40,590
17469,11,590
36,20,386
28848,30,590
55,10,386
23569,60,590
36,11,126
122717,100,590
93,210,498
1219,190,129
3,122,515
17440,190,590
57,210,478
129575,210,590
11,50,128
441,12,590
22,150,478
9,120,498
4595,210,484
330,210,497
54,120,497
9095,120,484
259,200,497
4662044,200,484
990,150,497
57,202,497
25,130,612
289160,150,484
45316,50,590
9871,202,484
1109,200,477
141,210,477
76,150,477
973,40,129
551,190,477
8,80,477
47,202,477
552,180,484
108,210,476
425,150,476
150,150,590
14194,130,590
5764,200,476
3431,190,476
16,201,476
39,61,590
59,80,476
399,11,476
16,10,476
7296,190,484
2,150,498
42584,11,484
141,30,484
11,180,476
11,100,484
44,210,488
66,150,488
8,80,488
5,180,477
15,11,477
6,200,489
24,210,489
173124,200,483
648,202,483
76,202,476
3,10,477
8028,190,483
353,210,483
461,80,483
2936,150,483
3115,11,483
53053,150,487
2345,200,590
1013713,200,487
784,210,487
1139,120,487
42230,190,487
16,62,487
39962,11,487
1,61,603
2,150,489
914,120,483
8088,200,485
2302,190,485
654,210,485
1257,202,487
44,210,606
1511,201,487
2648,80,487
36,170,486
49,80,486
140,30,483
1378,80,485
219,210,486
426,110,590
89,201,483
17,200,478
2,122,483
22,190,486
82,120,477
1,170,477
15,170,606
15,50,606
273,30,129
1158,20,483
12,10,606
462,10,129
3,40,606
63,200,486
484,170,485
97,120,386
72,200,488
3536304,50,35
15,202,387
5,122,478
319,150,129
4,120,387
1,201,477
1378,11,485
691,170,487
136,10,487
5886,70,590
73,20,487
1480,60,34
26,62,485
2,122,485
74,210,500
4933,190,225
129,122,569
1506,10,34
757,40,34
5960,201,225
13,150,128
4,201,387
29,122,386
27,40,487
30,190,488
62,150,486
1,180,483
11,61,493
1,190,489
66519,121,590
5871,120,590
1,10,483
966,150,485
5846,180,590
12,122,487
17,170,603
6468,170,590
134,202,485
1864,210,499
37,200,499
11,80,33
44,120,485
1,190,128
3864,130,129
104,11,129
150,110,129
11479651,200,223
783,170,625
14487,50,34
372,130,499
38,100,34
56,20,499
27,11,499
4,190,499
13,20,485
17,10,485
37,201,485
727,160,625
22132,170,499
5,70,499
10836,180,499
109,80,499
39,170,500
1086,10,484
966,10,499
11,40,499
3,130,500
5,180,486
1,10,500
46,180,485
43,180,500
22,12,625
8,120,486
3,120,129
538,210,588
16292,210,589
13,200,129
6577,11,589
3,170,613
3797,130,589
569,200,589
20790,10,589
590,40,589
32417,20,589
189,180,487
42,40,484
1343,130,359
3,130,128
10,80,129
6796,210,127
13028,180,127
315,170,127
2289,50,127
1945,70,127
120,60,484
4,61,589
1356,100,127
6164,190,223
92,30,127
27,150,589
6,180,33
280,30,589
1126,100,589
30,190,589
735,110,127
137,120,127
32,40,127
12023,130,127
37,30,499
16,150,127
2,200,127
5921,62,484
10504,180,510
15327,210,510
4,110,34
390,80,510
31895,10,510
11,200,498
106,180,509
1107,210,509
19886,201,484
2,11,33
38592,170,510
26,11,588
110,170,509
6093,20,484
1721,60,129
7,110,589
53413,170,589
13,100,376
31,20,588
80,10,509
166,60,589
8,122,387
13024164,200,349
5,160,129
5543,210,587
24432,10,587
90027,20,587
10538084,200,352
1277,130,510
3210,11,587
579,130,587
417,40,587
196,200,587
414,190,587
74,20,509
418,30,587
7329,100,587
329956,30,585
864940,10,585
418139,40,585
44509,60,585
2178,40,510
384309,100,585
13641,130,585
142591,70,585
272873,11,585
1266673,50,585
34,130,509
27,70,589
1964,61,585
9,80,509
11268,20,510
25,60,587
15193,170,587
14,130,588
881,50,587
1110,110,585
658269,20,585
53746,190,585
12209,210,124
1916,180,124
8710,170,124
2368,210,123
4,180,587
486172,121,585
3,110,603
463,50,124
42590,210,125
30530,180,125
83,12,125
429827,10,125
13916,190,125
148,150,125
58698,170,125
263466,50,125
26612,70,125
162129,40,125
66258,11,125
23,180,123
150,170,123
85040,130,125
202236,30,125
39954,100,125
279798,90,125
14221,110,125
59829,180,365
16303105,200,365
329,160,125
775524,150,365
43808,60,125
203323,120,585
2332120,120,365
75976,210,365
80,70,124
11066,180,585
103,50,604
4,80,124
168,200,510
36,200,124
174,200,125
5,200,123
87,70,604
216,210,385
7,40,588
2,60,604
3,80,590
5,110,604
6983,202,365
1,200,588
388,210,384
225,202,384
69,180,384
11768,210,225
3509,170,365
3372463,10,365
5,120,589
33,70,587
85233,210,585
64,121,587
2,120,587
53,80,125
23441,201,365
24698,190,365
1465,202,352
20827,170,585
1372,201,352
1008,11,510
399,50,589
30,121,589
1451,30,510
1735,100,510
167928,40,584
80240,70,584
31741,11,584
1364780,50,584
31,170,588
635919,100,584
117562,30,584
360248,10,584
268969,120,584
1512,190,510
625145,121,584
17877,152,365
40492,60,584
20454,20,584
7,180,589
26,80,587
513,120,125
12,10,588
3,150,123
36126,210,584
2526,190,584
4,180,385
118,80,589
583,200,384
11,120,384
2,130,384
42543,50,22
13716,11,22
2222,10,22
726,30,22
3149060,130,365
91103,152,388
288796,11,365
703219,20,365
295231,153,365
22393,50,510
44,110,510
18,150,509
503,60,510
117,122,585
2330,210,130
4727,180,130
2378,50,130
63,12,130
4233,170,130
19,11,130
369,40,130
255,160,130
79,30,130
1579,210,122
2591,170,122
1033,60,122
5983,50,122
1470,100,122
5300,70,122
968,180,122
5755,90,122
202,40,122
10193,130,122
106,210,131
439,10,122
127,30,122
1425,130,130
5,200,509
119,190,122
110,11,122
185,100,130
2,80,123
1141,30,34
6,40,124
27,100,124
4,180,131
552,110,122
23,200,122
1,80,588
104,160,34
8,170,131
64,10,130
62,190,130
2013210,10,352
28,110,130
4,150,130
21,12,34
8,150,124
7,120,122
3,200,130
297,202,223
8,10,124
4,12,124
10,40,509
2,190,124
2,130,124
174183,10,225
1635,210,586
246,12,35
131,170,586
69,130,586
9844,11,225
9,12,122
689,130,583
57,180,583
7998,170,583
8241,210,583
17709,50,583
1125,40,583
20306,20,583
1120,30,583
14196,180,584
11672,10,583
1,170,22
1093,120,583
282,50,247
3984,11,583
30,40,22
4355,190,352
3321,121,583
1014,150,585
210,12,127
85,11,127
58,60,583
391,70,583
216,10,127
532,100,583
16,200,385
1112,202,225
12,80,583
4087,50,242
490801,150,225
20,110,583
6,11,509
1125,60,388
1616,190,583
1,80,585
27814,170,599
17197,210,599
71811,50,599
3217,210,597
3921,201,223
1681,150,599
14,190,586
20129,210,566
6528,130,566
50105,10,566
33950,170,566
819109,10,349
752651,40,365
1,80,586
1135133,30,365
43,10,586
41,150,583
17626,40,599
35510,30,599
11,150,586
4389,160,599
59572,210,352
14,150,385
4466,61,584
47,180,497
7384,10,599
6928,210,349
1,180,498
1708,210,568
5,201,384
9207,11,599
485708,150,223
549,210,474
1069935,150,349
8381,150,474
1626,200,474
1029,170,584
76,10,568
22663,20,566
68,120,474
70,20,586
341,12,510
150,210,207
68,11,207
17056,152,223
545,121,510
23,210,208
13,170,208
11,200,208
3141,200,207
8,11,208
343,201,207
7970,11,566
5254,40,566
338363,153,225
969786,120,223
260219,153,223
1148,50,623
635,210,623
62560,210,223
2489,130,623
9,201,474
13547,20,582
4343,10,582
817,210,582
5569,11,582
207,150,510
572,190,582
8827,121,566
45520,50,566
3430347,10,578
492378,20,578
2794,30,566
786,190,599
66925,190,578
741213,100,578
276246,121,578
674338,40,578
4210,50,582
490261,30,578
29,100,582
14,11,568
80,40,582
980395,50,578
85995,120,578
631482,11,578
71,11,474
116682,210,578
21,130,582
138417,70,578
2107,100,566
175,110,566
2370,120,566
197060,60,578
205,20,474
22,11,586
3774,170,582
2225,121,582
2869,190,349
593429,40,223
729,12,599
2275825,130,223
4704,60,566
55,150,566
27,150,568
2,202,474
41499,201,349
93385,120,349
2071,180,578
331278,40,349
2359353,130,349
188,70,566
293,210,109
546,10,109
532,130,109
591,30,109
702,40,109
881,50,109
55,180,109
42,11,109
26856,20,225
655,90,109
113,160,109
20798,100,223
178,170,109
10,190,109
10,210,624
2,11,624
1149,30,623
2444,11,623
783,61,578
1838493,130,225
6682,190,108
6020,210,108
18519,40,108
35752,50,108
303,170,568
48381,180,108
222076,130,108
26068,30,108
