PIXELS,LC,COUNTRY_ID
30004,10,108
6840,11,108
1716,160,108
19531,90,108
9454,210,115
3268,170,115
110305,10,115
289861,50,115
92906,130,115
50727,90,115
1135,202,349
3,200,108
64686,30,115
8247,50,365
1890,100,108
52314,40,115
784,110,108
1097,160,115
34113,11,115
33384,180,115
12756,190,115
1194,150,108
2107,170,108
100,12,115
94,180,566
1,150,208
30,210,117
33,170,207
3,61,566
221,10,207
8,20,208
11,80,115
16683,100,115
2448803,10,223
94,151,365
75,150,207
169,202,207
40,210,110
30506,130,578
56,200,115
18,20,207
12410,60,115
1080,60,108
510,210,95
2,62,386
1570,50,95
191,40,95
70,30,95
1474,170,95
107,12,108
1817,110,584
174,12,95
8773,130,584
170,10,95
3,160,95
107,40,623
50784,170,578
7,150,95
19,11,95
247,190,95
1113,110,115
41,10,623
98,180,95
4,210,96
32564,180,225
4620,210,567
3355,30,567
57987,20,567
10018,170,567
57491,10,567
7624,40,567
621,190,567
4193,11,567
3741,60,567
240,130,567
1408,100,567
1186,110,578
18,130,95
3370,121,567
1181,120,567
1207,50,567
26,50,586
135,70,567
3,110,95
61,20,568
1108855,153,349
4200,70,115
3844,152,349
66,122,484
83,180,567
26994,110,349
592116,30,223
18801,100,349
32731,180,349
397348,30,349
5,170,384
563784,153,352
5854028,200,469
3,100,388
322,210,107
19,12,107
9238,130,107
195,180,107
288,10,107
107,60,107
152,50,107
419,30,107
69,190,107
53,170,107
166,11,107
285,40,107
9,61,567
1,150,107
6239,190,469
578,210,160
396,180,160
310,190,160
338,50,160
205,130,160
11,100,160
4,12,160
365,150,115
410,120,115
245108,11,223
326130,10,598
1096702,30,598
80795,210,598
1416886,50,598
624835,40,598
87802,30,225
69926,170,598
93,60,109
16494,12,598
33390,160,598
5984,20,598
22715,150,598
34782,190,598
640183,11,598
21,210,156
4,200,156
5836,110,223
307194,110,365
160285,100,365
13,170,161
42,210,161
1556,210,99
67678,50,99
5037,190,99
9,10,33
7262,30,99
7111,40,99
15478,10,99
50869,90,99
285,160,99
7,12,99
1981,210,118
79336,50,118
19993,190,118
3290,40,118
9331,10,118
228,170,160
5582,30,118
611,170,597
1472,11,99
7657,130,118
928,11,118
87211,40,225
89591,120,225
303847,11,352
996,170,118
2,90,160
268452,50,29
1550,170,99
14273,100,29
12495,10,29
3893,130,29
268,110,118
6682,170,29
1269,180,118
4,150,160
577,190,29
1190,180,99
19951,100,225
695210,150,352
13604,130,99
7697,60,99
607,70,160
9374,210,29
6,200,118
12227,90,118
6904,30,29
22309,40,29
93,160,118
115,210,120
624,100,118
1255,180,119
415,210,119
86,160,29
262,190,119
2,12,118
2110,11,29
26,210,101
2,30,160
4,40,160
2898,200,585
43386,11,349
21,10,221
68,210,154
7,30,221
3,40,221
7,11,221
22,50,221
47,120,108
524,210,153
275,180,153
1051,50,153
131,170,153
1,160,160
19,11,597
1476,70,153
29,10,597
430,50,119
3,12,29
183,210,116
1124,190,153
2258,50,116
1836,180,29
71,180,116
2,170,154
6226,120,29
478,210,31
1478,110,29
141,100,99
108,170,119
720,10,153
172,30,153
83,40,153
12661,152,225
1075,70,119
2,160,153
2,122,115
9812,110,225
120,110,598
5,70,108
201,210,155
755,130,155
48,100,155
165,180,155
42,60,118
107,50,155
237,150,384
16,170,155
4,12,155
188,80,365
15,80,29
40,70,118
4,180,156
345,90,119
15,110,155
103,200,29
13,190,155
6,40,155
72,110,99
7,170,101
110,170,116
7,10,155
3535,60,29
4,190,384
8,50,33
3,200,623
1377,210,30
11,210,170
22,180,30
178,210,169
198,50,169
13,180,170
4,90,169
19,40,169
170,130,169
80,180,169
23,30,169
79,190,169
1,40,33
20,200,30
8,100,169
3,180,171
2052,170,30
9,10,119
4,30,119
3,40,119
120,70,169
3,210,171
3,10,169
2,200,109
2,110,109
1,20,597
16,70,172
136,50,172
107,130,172
101,180,172
4,10,172
130,190,172
3,30,172
120,210,172
20,100,172
3,12,172
1,150,118
4308,210,368
1,210,173
2367,180,368
1191,202,368
48,120,598
752597,200,368
131148,150,368
24,150,99
28,30,597
104,210,164
18,210,165
6,120,99
24982,60,365
248324,20,352
2,200,164
4,170,164
17,80,99
7,180,164
3,70,164
191,50,164
31,190,164
18,40,164
11,100,164
10,30,164
210039,120,368
2114206,130,352
10,210,100
24,50,100
52,170,100
34837,201,469
825,202,469
17,202,585
4,30,33
930042,50,32
237374,40,32
160152,10,32
71511,130,32
9328,210,32
80289,30,32
115152,100,32
12660,11,32
17888,20,368
2083141,120,352
314,130,153
3,190,30
13,50,30
14,11,153
287247,130,368
331,210,158
408,180,158
5922,170,32
74,40,158
232,152,368
37,30,158
755,50,158
2716,190,368
8,110,153
222,100,158
4,190,509
71,170,158
22,120,158
4,120,30
44,130,158
9,110,158
30,210,159
483,70,158
106,180,163
38,50,163
35,210,163
13,190,163
67,10,158
54,90,365
178373,10,368
2,170,163
33,70,163
2,150,158
7,190,158
377,200,32
33566,201,368
4,200,163
6,100,163
3,10,116
5,30,116
2,80,31
87059,110,368
24630,110,32
70942,30,368
3,160,116
29,170,31
6,40,116
357,90,368
634130,150,469
56940,10,469
213138,11,469
138035,40,368
4910,11,368
6171,100,352
14027,190,32
207583,152,469
4,11,497
67,210,166
139,50,166
225094,120,469
7,170,166
76,70,166
106259,60,32
8,180,166
3,190,497
17,190,166
54,130,166
2,40,166
10,30,166
136,153,368
18,80,584
463588,20,223
23611,152,352
3000,180,32
70437,62,469
549,210,91
232,210,167
287,30,167
239,40,167
41,170,167
488,10,167
2168,50,167
45,80,569
125,190,167
353,70,167
30,180,167
58,50,597
78,90,167
315,130,167
113,50,368
623971,30,352
717554,40,352
1976,90,32
6844,120,32
30,100,167
9,11,167
1593,210,188
3149,200,188
108645,180,352
6040,201,188
551,170,188
17822,120,188
401,190,188
1950,100,188
733,40,188
524,10,188
2894,20,188
64968,20,469
70,10,157
310,210,157
253,180,157
2250,130,157
211,190,157
795,50,157
1814,60,469
596,70,157
4249,110,188
10920,30,469
7,12,158
3037,130,188
30,100,157
58,40,157
5,180,188
10,30,157
23,170,157
86,150,188
2,90,29
5,153,188
8,201,585
49136,180,223
6822,20,511
3512,190,511
1090,10,511
838,210,190
6529,200,190
1663,30,511
13,210,191
383,40,469
209,150,190
103,11,511
138,190,190
1471,201,190
8498,110,352
3132,160,225
4194,210,511
2705,120,190
153,20,190
234,40,190
1197,130,190
34,30,190
209,110,190
2647,100,511
36934,100,368
4269,121,511
1457,170,368
33,170,190
27,100,598
66,210,162
161,180,162
448,50,162
16,153,190
687,70,162
32,10,162
81,40,162
19,170,162
5,180,387
2368,40,511
28,100,162
22,30,162
2,190,162
6,10,190
10,150,511
868,12,511
9,61,484
224,190,566
75208,50,511
6,152,386
36,11,162
75,150,162
13,150,623
44468,20,212
57706,180,212
5343,160,212
924311,120,212
200141,130,212
4065,152,212
5404,170,511
37574,210,212
172,30,188
676266,10,212
7571,70,368
1118,150,212
9054,190,212
3747,210,469
200,70,511
17,130,511
323052,100,212
17,80,511
1276,110,212
7,11,188
1626,210,373
718,170,373
1114,60,511
6320,200,373
286,122,469
1025,200,212
571,170,225
156430,30,212
78571,40,212
1469,180,373
144,202,373
84895,11,212
369,210,374
18,170,374
516,150,373
1402,170,91
459,210,174
19375,170,212
3462,50,91
463,170,174
4359,70,174
8362,50,174
1087,153,212
67,190,91
2265,30,174
5073,10,174
878,40,174
13,160,91
158,180,174
268,11,174
58,40,91
926210,62,365
6,180,511
46,200,583
39,100,91
175,153,373
882,190,174
334407,62,223
596,130,174
59,210,92
3,122,583
87,160,174
2,190,92
15,100,174
12,170,92
2,110,174
13,190,597
796,80,469
328,70,510
130,180,469
152,210,470
14,30,91
29,210,176
63602,20,349
231,210,175
1844,210,375
107,170,175
5876,200,375
386,180,175
23,20,623
36,30,175
35,190,175
32,10,91
57,10,175
19,200,374
417,40,175
1079,50,175
109,100,469
4197,210,205
264,20,205
12772,170,205
174,160,175
490,180,205
22,153,374
12,180,375
1,130,568
401,202,375
16462,60,223
6,12,175
5,122,375
153,201,375
587,170,223
329,50,223
290129,122,223
18,90,174
19,20,599
296,210,189
17,202,374
6419,200,189
32,180,374
73,122,578
696,150,189
12,122,189
1845,120,189
2,120,375
2,152,189
745,130,189
31,153,189
2,180,176
49,201,373
288,201,189
13,180,206
69,130,207
17,40,189
91,180,207
5,180,208
5,190,373
321,130,373
3,202,470
6,30,189
2272,160,32
30,110,469
2197,62,368
23,120,207
3,150,174
7,152,207
4,201,208
1,30,207
21,200,205
28,170,206
42,190,205
5,110,189
124,201,212
14330,210,90
9997,170,90
1030523,50,90
159,210,206
1009,122,368
59,130,205
2400,180,90
8249,190,90
303355,40,90
9,150,470
83,120,205
250,70,175
36537,30,90
406,130,175
71668,10,90
99682,100,90
9121,11,90
2629,160,90
56,11,175
2,200,206
162,210,97
30,210,98
338,180,369
8839,200,369
331,210,369
4,170,176
346,10,205
590,130,369
2,150,176
4,90,175
2,150,175
69,153,369
411,150,369
78623,130,90
447,61,212
49,12,90
214,170,369
9,210,28
5,170,28
46,152,369
14665,110,90
40,202,369
39,150,375
37,120,369
30,10,375
17,190,375
22,152,373
456,210,121
4,30,369
473427,62,212
551,170,140
185,210,140
10935,50,140
54,80,375
564,160,140
22,30,140
475,170,349
2943,120,90
41,150,140
63,190,140
22,130,140
18,90,140
3,11,140
3,100,140
2,61,469
68,200,90
1,30,28
12,40,140
2,40,28
13655,60,212
3,50,28
4,10,140
81,80,90
19,90,90
4,190,623
6,170,623
30,170,469
10,200,470
6,130,598
3,30,586
718046,130,222
2104581,10,222
18961,150,222
18750,200,222
339405,40,222
663,153,222
317274,120,222
5,152,222
6554,210,596
10739,170,596
76403,50,596
20,62,188
383919,11,222
35491,40,596
90142,30,596
24,50,188
4184,160,596
904468,50,89
544993,40,89
60043,30,89
372250,30,222
5369,100,222
160536,210,89
72400,10,89
89,210,94
15283,170,89
1773,110,222
32823,100,89
642,160,89
860,80,578
21831,10,596
4,12,32
61921,130,89
6185,180,89
15387,110,89
529,12,596
28252,20,222
4777,180,222
7527250,120,366
100,201,222
2023392,10,366
481,210,143
152180,60,90
345,170,143
12946,50,143
36,180,143
826,190,143
87,160,143
103759,62,222
1238688,40,366
3317,120,89
1769,40,143
2547844,62,366
1037,10,143
312713,100,366
11412,11,89
4624,190,89
3,12,212
118,11,143
706,30,143
818418,30,366
711,61,222
14482,190,366
494,170,93
350,210,93
2638,190,596
24,170,94
2,12,222
40,150,90
10,12,143
44782,122,366
30,90,89
256637,110,366
333774,11,366
2324,210,628
1137629,130,366
51964,11,596
5,170,144
5,210,144
463,200,89
35,210,145
61924,121,579
566507,50,579
389145,100,579
51,80,89
97450,20,366
24935,120,579
1586,210,627
3,190,206
1,201,206
549,150,628
15939,210,222
490,62,349
185,150,627
7,62,375
95016,201,366
34002,150,366
146931,20,579
62889,210,579
1090435,200,366
739960,50,366
14129,170,366
103437,40,579
405301,60,579
7874,70,579
102151,60,366
4,170,145
116366,30,579
48938,122,365
27281,180,366
185416,60,25
1234,100,25
47900,50,25
126097,210,366
109152,180,579
832221,10,579
113625,11,579
46889,10,25
5151,190,579
9520,40,25
2979,120,25
2484,11,25
3,180,93
646,50,93
577,130,25
83,110,25
80877,122,212
21667,30,25
5320,190,25
2,200,93
6173,190,222
13,200,578
424,160,579
79977,122,352
133,61,579
5787,170,579
5806,210,25
6501,170,25
250,180,25
19379,130,579
3,60,349
80,110,205
226,40,205
276,110,579
15,61,349
318,210,146
114,170,146
8605,50,146
493,40,146
144,10,146
125,30,146
154,190,146
2822,170,352
2,90,146
216,200,25
71,160,146
75,152,375
13,170,375
99,62,579
2,160,584
716248,62,352
17,180,146
153,30,205
7,150,146
48,11,146
1275941,120,348
442879,130,348
114058,20,348
5988916,10,348
1379260,30,348
1043820,11,348
55,100,205
211110,60,89
15,70,146
121683,210,348
52523,100,348
3304,150,348
1039656,40,348
86365,10,211
14683,30,211
13623,120,211
1811,11,211
242,202,579
6,90,579
2320,110,348
177,122,205
6991,40,211
206,60,205
36,110,211
4112,210,211
4,61,223
128,62,205
3247,20,211
22776,170,211
6869,153,348
3,210,147
2155,200,348
11,11,205
104666,190,348
2238,122,211
418,201,348
714,180,211
12064,62,211
72,70,366
63949,180,348
3763,60,211
8229,12,579
1947,10,565
290,20,565
1946,190,211
187267,122,348
93504,170,348
119,12,365
344,210,619
7928,130,619
23,50,619
428,30,619
214,11,619
2,90,25
55,100,211
12,40,619
109,10,619
19,130,211
14,50,509
770,120,511
5,152,348
2221498,62,348
23,50,211
3,190,619
1402,50,352
6,210,204
55,210,203
206,170,203
3,50,203
3,40,203
224,201,211
3,160,211
38,210,27
15,170,27
8,210,620
6954,60,352
44,20,596
1,150,25
17,80,91
35,170,97
569,50,97
161,210,26
120,50,26
567,170,26
24,190,97
163,210,148
4656,50,148
16,160,97
11,170,148
117,190,148
6,100,97
399,60,91
1,11,91
166,30,148
408,40,148
109,200,148
50,11,148
2,180,91
39,10,148
6,200,91
8,110,148
3,130,148
104,210,177
706,50,177
558,40,177
1765,30,177
28,12,177
2079,10,177
13,160,25
604,11,177
1243,190,177
5,30,26
263,60,26
39,210,150
12,160,148
4,150,619
5,50,27
6,180,148
11,200,211
9,180,177
3482,60,222
66797,122,222
149,170,222
636317,50,348
6,170,204
56939,60,348
4003,210,565
7,150,177
14197,50,565
968,210,564
24,100,565
1203,190,565
59,130,177
2122,11,565
200,170,564
29901,180,350
601630,10,350
30917,170,350
117,201,350
136548,40,350
243104,30,350
52019,210,350
261232,120,350
10257,20,350
2,150,374
64,50,212
21352,60,350
2264929,62,350
24802,122,350
3489109,50,350
72,170,149
167,210,149
421,50,149
109,200,350
14,190,149
29099,130,350
176569,110,350
26,160,149
19,40,149
3,20,373
11,170,150
6,50,564
39,150,89
4952,30,565
10,201,205
8378,170,565
50,121,565
60697,100,350
838,160,365
17,80,579
2,190,470
7,150,564
2,80,566
197188,11,350
40,210,371
27,200,371
36,210,372
13,202,370
609,210,471
5100,200,471
3789,210,370
2,200,473
36188,120,471
1139,40,471
298627,200,370
6340,130,471
98,201,471
241,30,471
2158,100,471
98,200,579
298979,62,210
37975,40,210
52521,30,210
7816,150,370
2596,60,210
31500,10,210
2001,122,210
4963,20,210
2444,150,471
2427158,62,200
418652,120,200
44227,122,200
1388,152,471
900,20,471
1672,10,471
20,50,568
3,61,205
30243,60,200
456,110,471
290289,10,200
8,210,473
352471,40,200
223634,30,200
8,201,579
130,210,111
173,150,111
2262,50,210
10,62,471
308,130,111
137,10,111
1739,120,111
4,180,471
22,130,149
359,190,111
13342,120,210
102,153,471
14,150,97
30,10,97
2,180,150
12,30,97
21,40,97
7,180,97
15434,180,370
492,11,471
23,60,471
20,11,111
33,180,111
297,122,349
8515,20,200
670,150,565
301,210,141
4799,50,141
10054,130,370
367,130,141
4,180,141
48,202,471
3642,120,370
85,160,141
26,210,142
40333,11,200
7,60,111
1794,11,210
51,40,111
7675,190,200
304,210,104
39,30,111
842,190,210
60901,170,210
1167,150,596
149,190,141
10426,210,210
149,170,370
15,200,372
14675,201,370
39,170,141
1024,100,210
25,10,141
401767,180,102
208422,210,102
898213,120,102
87654,150,102
1105,110,370
5,170,111
787,130,210
100657,50,200
3,150,104
418,80,102
88,110,210
3,170,142
416,180,210
57,150,103
2669,210,103
17,180,104
275,180,103
516,201,210
3332,210,342
4447,20,342
10,110,599
2,80,103
488826,10,342
52190,122,342
4112,200,102
429265,120,342
160369,30,342
432,210,113
15545,11,342
1773,120,113
2343,60,113
12074,190,350
6,130,565
117967,40,342
123,10,113
171,180,113
28,200,103
6,200,104
14,61,210
823,130,113
2298184,130,102
43,50,113
188712,110,102
41878,190,102
14593,170,201
219,110,113
105,200,210
3143,210,201
1634,60,112
653,130,112
48398,170,200
761,210,112
175,180,112
4,61,112
886,120,112
2374,62,201
13,30,370
27,12,89
221924,100,102
1049,190,113
336,150,112
41,150,579
1,30,568
8323,170,103
186,120,103
181,210,202
11648833,50,102
526,40,370
519376,30,102
384606,11,102
44,150,113
3,170,113
53209,170,102
133490,60,102
261,210,472
68,190,112
197,153,370
1820,200,472
14112,210,200
31983,210,364
4598377,120,364
3808089,62,364
9337,20,364
214,150,472
166885,30,364
15828,11,364
200054,10,364
418472,130,364
17,80,596
14,170,112
168772,40,364
26831,110,364
12,50,112
6,11,112
459,130,472
62,40,113
49,10,112
8,40,112
75169,100,364
636135,40,102
55,100,113
21,30,112
754084,10,102
2319570,130,105
87209,150,105
199152,210,105
49502,190,105
40,120,510
76,110,112
823803,10,105
7,201,472
609968,40,105
80,40,141
4,40,93
25,30,141
41,120,472
5,190,93
93,61,105
391642,110,105
321146,180,105
44,40,472
53,30,472
2,12,113
3,10,472
79,100,472
548521,30,105
42,153,472
11,152,472
4439,40,565
17,80,113
3,61,565
266854,100,105
9,11,113
8,180,565
903168,120,105
31,30,113
12,70,565
2,210,114
4832,170,364
317509,11,105
26,150,597
2,200,112
4,12,141
327,190,370
168,130,342
8567,210,467
6062,210,106
168,160,467
289,170,467
7579,170,106
698977,130,467
864696,200,467
540837,150,467
354,20,201
1,20,202
20,170,202
243,20,370
7862,190,467
3408,10,201
5810201,120,467
1,100,509
2,60,509
1,70,509
61107,153,467
1191,180,106
53813,122,364
3804,202,467
39,130,201
4622,100,200
448425,100,467
20,180,121
2897,30,201
3486,40,201
590948,62,342
4140,201,364
828,50,201
693,120,201
357519,152,467
10,180,201
3372,130,106
200,100,201
615212,180,364
54,110,106
14,190,201
186,190,106
1125,153,366
4465,150,578
57,11,201
16,202,366
480,100,106
108945,60,364
59459,30,467
171481,40,467
262,120,106
1121,150,106
8702,190,342
1,200,201
53,170,121
3,210,209
6,170,209
3,40,202
98689,60,105
45152,170,105
30503,201,467
8261,60,467
7355672,50,105
3,200,121
7571,200,105
78,100,370
1974,80,105
124,210,581
306,12,585
19,150,121
1927,190,364
140342,20,467
9976,180,467
15,170,371
3,80,121
16,170,581
778,210,580
995,170,580
171,80,106
391937,110,467
2,120,121
1884,160,578
28,11,628
616893,10,467
14,190,628
116,130,200
94446,62,467
23,80,598
65,200,200
10,50,222
23,110,200
3,30,581
33,30,580
460,20,580
239,10,580
235,180,200
30,170,367
55,130,367
4078,50,580
67,190,367
148,210,367
10,20,581
120,210,468
7,62,370
16859,60,342
18,80,599
32,40,580
69,121,580
39,70,580
59,200,367
604,12,105
1688,12,578
406,61,467
345,12,102
33645,50,106
333,210,151
4,200,468
1,190,468
4214,50,151
50,170,151
243,190,151
10,180,580
12,210,152
44,180,151
210321,160,102
81,40,151
20,160,151
45345,50,364
3,10,581
210,120,151
17,130,151
53,10,151
2,160,597
34356,70,467
4,150,468
45327,10,80
150926,40,80
54341,60,80
531647,50,80
984,200,106
2806,160,80
6,11,151
314964,160,105
7,30,151
3836,210,132
8593,200,132
5,12,151
1414993,10,217
1267,190,132
156010,40,217
1142,130,132
265499,30,217
28903,11,217
3188,30,132
7294,40,132
2094,10,132
124097,160,132
2224,50,342
9,10,370
18190,50,132
403,100,132
9403,180,132
287420,10,220
8044,11,220
7,12,132
1134698,62,217
6,61,132
15,122,201
4744,190,220
441969,120,217
111269,30,220
3241,100,80
170,120,132
7,170,194
4319,170,132
57634,40,220
92,11,132
13,80,132
535,130,217
246,60,132
37668,190,217
3,30,564
23682,30,80
5042,210,80
7121,190,80
1642,130,80
4438,11,80
1868,110,80
467,100,220
13,110,132
89,210,82
3155,100,217
8892,50,103
559,180,342
79520,122,217
1239,210,193
51,210,194
1570,20,351
289,10,193
247,50,193
12990,170,193
52899,30,351
564802,120,351
576,40,193
51802,40,351
934,62,193
167,30,193
74508,10,351
89479,120,220
330401,62,220
44,11,193
247,150,132
111625,210,217
32456,11,351
421,120,193
220,201,217
2922,20,217
15087,210,351
385,200,80
617,10,106
12,100,193
3,190,121
6513407,62,351
20976,122,220
12318,122,351
105,170,104
36857,60,217
86,12,106
6139,170,80
1707,20,220
202,20,193
2873,190,351
136,130,220
127,90,102
2,11,103
528,180,80
78,40,103
3491,210,220
236,201,200
27,110,342
10,130,193
3,200,82
7,60,193
6,150,201
1074,220,102
13,153,102
309,210,81
42,60,81
9,200,81
1,80,597
791,210,133
381,170,133
55369,50,133
608,160,133
181,180,133
27,50,121
37,12,569
7457,40,133
22,110,220
1,180,193
3,190,193
4132,100,342
1,170,152
1450,50,81
4,60,106
65,10,81
3055,190,133
86,40,81
6339,10,133
1731745,62,216
434462,120,216
2925,30,133
4460,20,216
271187,40,216
7,160,81
1143,130,133
2020371,10,216
376385,30,216
14,100,580
150876,60,351
1104,11,133
43868,122,216
31,12,580
22,90,105
2,90,151
2,90,133
7669,60,220
30,12,133
187,100,133
61,10,103
15,120,133
14,150,133
1,200,511
8,110,133
33,130,580
23,11,580
3,11,581
55,90,80
8,50,581
60,80,80
7,153,105
26723,190,216
3,200,580
960,130,351
230,10,628
30137,60,216
30869,210,216
11,12,80
4,10,627
68,120,80
1939,40,106
21165,160,106
723,30,106
2,120,580
79358,11,216
48169,11,467
2,50,603
111,60,103
241,190,103
1,120,104
4,62,583
392,12,583
36,210,24
18,30,582
3,80,82
1,180,82
16,160,569
4,40,586
16,61,102
13,201,583
3,201,193
34,120,582
167,110,217
11,170,82
438,170,81
1643,160,565
95,30,81
596,210,622
2,200,193
25,150,622
50,110,216
1,130,121
1609,210,621
736,30,621
219163,50,216
197833,62,199
160915,40,199
204447,30,199
299498,10,199
95325,50,199
2752,60,199
130214,11,199
13938,120,199
2217,180,351
1575,170,351
59499,160,364
375,180,216
2,12,566
504,122,199
8558,100,216
21327,100,199
724,180,217
4491,190,199
229,170,507
2790,20,507
2078,190,507
2311,210,507
7686,10,507
390,30,507
215,130,216
107,121,507
260,40,507
229,130,507
4,70,352
255,150,507
122,11,507
103,120,507
216,200,507
426,210,508
49,110,507
602,20,508
683,10,508
203,170,508
6,30,508
178,210,505
81,190,508
32,40,508
82,70,507
34,50,507
21468,210,506
16956,190,506
224263,10,506
66441,20,506
35818,40,506
772,201,199
1320,130,506
2977,170,506
206,110,506
3767,120,506
860,150,506
77121,11,506
66,70,365
15,70,351
388,210,88
20,170,505
785,210,87
567,170,87
4883,50,87
4155,50,621
8162,210,86
375365,50,86
45563,100,351
109279,30,506
707,190,621
4100,210,84
42711,30,84
93794,10,84
150492,40,84
342676,50,84
223,160,84
4718,170,621
9420,170,86
48,100,507
33,40,621
1951,170,216
471,180,86
5976,210,199
52052,40,86
41,170,88
20,11,508
5855,30,86
4,40,87
67,130,508
2,110,508
64,200,86
2932,190,86
12450,170,84
62774,70,105
49003,60,84
92,70,364
30,200,506
7,61,510
5,10,564
13,150,508
404,210,85
7,11,505
6,150,505
17,130,505
41,10,621
8880,11,84
3959,170,217
3,120,508
53,160,121
155247,100,506
653,200,84
125747,121,506
231,80,506
1045998,110,351
2781,190,84
761,180,84
164577,50,506
53402,70,506
37448,170,199
1411,210,83
2854,60,83
2097,170,83
57,40,83
11955,50,83
4205,60,506
1,40,85
4,50,85
9942,50,220
431,130,86
2943,180,199
58,160,86
9174,11,86
13,190,83
14220,10,86
12,200,83
109,61,506
32,170,85
1,80,83
175,160,199
9,50,88
1,10,83
2334,120,86
1,200,85
239,160,510
42,11,106
24,70,106
27,80,84
169,60,86
309,100,86
3,80,86
12,180,83
1,11,564
1237,100,84
2427,110,84
15,180,87
7,10,121
2,10,505
208257,50,217
5,12,565
243,110,86
5,150,86
5786,130,84
1636736,50,351
7583,120,84
944,130,199
147,210,198
39,200,199
45,170,198
496,210,197
2051,170,197
3,190,627
11,50,628
34,90,364
2,20,627
1,120,198
5,62,198
104,160,200
14,40,198
23,40,197
4,201,197
23,110,582
97,70,582
3,40,121
4,20,199
5,12,582
206,180,220
149,60,87
2,210,577
8250,110,199
24,50,104
5,30,197
24,170,622
3,62,197
116,50,197
34,10,197
12,220,105
2,10,198
356683,11,215
707122,50,215
6,50,508
261659,30,215
2192,62,215
4095,120,215
4125,170,215
50445,40,215
176523,10,215
5409,100,215
15,200,508
97,150,84
4025,190,215
246,200,217
2,190,87
102,60,215
1166,170,134
38768,160,134
3071297,50,134
23354,180,134
16695,210,134
6643,152,366
7,12,84
13246,11,134
1094,20,84
144,30,628
83,80,134
26935,40,134
5973,30,134
6517,160,351
84366,100,134
352,200,364
5,200,87
3,30,83
3382,190,134
6,160,83
4,160,104
17,150,217
1038,160,103
15,180,197
544,210,601
679,50,601
10471,130,134
183,210,602
3,150,602
72,100,103
144501,120,134
1,30,103
608,200,134
468,180,215
5230,10,134
12112,110,134
2,40,505
75,160,216
2,50,602
516,170,600
3672,50,600
210,210,600
359,30,600
4,160,600
1192,40,600
8,190,600
5,80,508
2,190,622
2644,60,134
1,20,505
36,11,197
15,100,197
33,50,136
52,210,136
37,11,600
29,170,220
93,12,600
22,10,600
4617,210,215
3,40,564
623,210,573
3,90,86
2,30,622
5039,210,574
29050,50,574
32308,170,574
348,170,601
4,90,366
8857,40,574
10,10,601
8500,30,574
1594,11,574
320,150,574
2270,10,574
3890,160,574
104,120,574
12,40,601
9,170,602
124,20,574
5,150,621
206,170,573
5,121,574
2,120,573
12,150,601
3,180,506
33,201,342
433,160,511
4,200,342
1301,170,342
1870,210,504
4,30,601
1602,210,503
655,11,135
271,210,135
766,20,503
119,180,135
57,100,135
22,190,601
2160,50,135
48994,210,576
165,110,215
80590,170,576
3271193,50,576
245,40,135
759805,40,576
101990,160,576
73,190,135
7,190,503
663095,30,576
7,130,135
5,12,601
5551,120,576
150,130,215
72364,10,576
114,150,503
164440,11,576
175,10,135
79,50,503
59798,190,576
50,30,135
4,11,136
1246,20,576
19,210,196
3167,150,576
33,160,135
2,11,621
48,20,504
19,190,504
12,170,195
2,11,195
2,50,195
6,210,195
2383,190,574
15,170,196
3,170,503
7844,210,339
36716,50,339
1185,30,339
1884,11,339
64079,12,576
236,210,340
9,170,343
1149,190,339
23,210,343
689,10,339
46216,170,339
629,62,339
418,100,339
1,110,339
632,40,339
51,170,340
3,180,136
7,153,342
47,170,341
23,210,341
2288,160,350
4,150,220
1,62,343
3,50,343
3,190,341
4,62,341
7,200,220
92,100,576
77,150,504
70,10,218
8,62,218
107,210,218
14,40,218
21,120,218
49,210,219
8,120,219
9,130,576
9,121,576
8182,210,531
213,50,531
27,110,576
45,30,218
31588,210,137
10285,170,137
24,201,218
2182351,50,137
32,210,139
5,130,219
7,201,219
2180,11,137
17741,180,137
8,190,573
14,11,573
300,80,137
2,190,218
81,170,218
8395,30,137
82700,160,137
23420,100,137
9,170,139
2,170,219
2,150,573
4479,40,137
2,190,219
3,180,139
1397,130,137
2488,190,137
105,10,137
596,110,137
4561,60,137
12447,120,137
99,210,138
56865,210,530
639,50,138
190834,170,530
261049,50,530
46210,30,530
4249,190,530
21182,10,530
30182,40,530
83,30,138
2008,170,531
3,130,218
15,100,218
44555,160,530
8,170,138
125,180,138
29473,11,530
375,150,134
174,202,217
2,40,219
2,10,219
8,202,219
28,202,218
4,110,218
59,200,351
22,153,217
3,50,218
133,121,503
196,210,179
80,180,179
3,80,179
204,170,179
1990,190,178
5987,180,178
484,50,179
9039,210,178
13632,170,178
5107,100,178
872,11,178
1318308,50,178
1040,40,178
1719,30,178
1033,130,178
9549,160,178
14,50,139
7,170,180
223,120,178
971294,10,532
256014,190,532
276345,210,532
3727128,30,532
18334,20,532
10,80,178
874688,11,532
475380,170,532
14,10,178
14570640,50,532
3641364,40,532
3,30,573
220259,150,532
58,10,531
10,190,531
73,210,214
680,60,178
4,11,81
1649086,160,532
516,110,178
13,61,137
78,210,180
413,20,530
6,10,573
19,50,180
405,180,339
6984116,62,295
99428,110,295
545,210,338
5106,170,338
222,100,338
13,50,340
6706,50,338
18,190,338
276,11,338
106,62,338
809391,180,295
733153,120,295
54,40,338
